Attrition,Age,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes,AgeEducation,AgeMoneyly,IntoAge,Satisfaction
0,47,14,4,3,3,2,5467,8,18,3,3,1,16,4,4,8,7,1,7,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,8.51063829787234,348,31,8
1,40,25,4,4,2,2,9094,2,12,3,3,0,9,2,3,5,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,10.0,454,31,9
0,31,4,3,1,4,3,3978,8,12,3,2,1,4,0,2,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,9.67741935483871,513,27,6
1,23,6,3,3,4,1,1601,1,21,4,3,2,1,2,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,13.043478260869565,278,22,7
0,33,2,3,2,3,3,3600,1,13,3,4,1,5,2,3,5,4,1,4,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,9.090909090909092,327,28,9
0,27,2,2,1,4,3,6500,0,14,3,2,0,9,5,2,8,7,0,7,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,7.407407407407407,962,18,6
0,43,2,3,4,3,4,7847,1,17,3,1,1,10,3,3,10,9,8,8,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,6.976744186046512,547,33,9
0,35,28,4,2,2,3,2430,0,23,4,1,2,6,5,3,5,3,4,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,11.428571428571429,138,29,6
0,40,5,4,4,2,1,10475,5,21,4,3,1,20,2,3,18,13,1,12,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,10.0,523,20,8
0,36,18,4,1,3,4,7779,2,20,4,1,0,18,0,3,11,9,0,9,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,11.11111111111111,648,18,6
0,30,1,2,3,3,4,4011,1,23,4,4,0,12,2,3,12,8,3,7,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,6.666666666666667,401,18,11
0,55,2,4,2,2,4,2662,8,20,4,2,1,19,2,4,5,2,0,4,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,7.2727272727272725,96,36,8
0,35,1,5,3,3,2,7295,1,13,3,1,2,10,3,3,10,8,0,6,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,14.285714285714286,625,25,6
0,29,8,1,2,2,4,5056,1,15,3,3,1,10,2,2,10,7,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3.4482758620689653,348,19,9
1,39,2,3,1,2,1,3646,2,23,4,2,0,11,2,4,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,7.6923076923076925,186,28,4
0,18,10,3,4,2,3,1200,1,12,3,1,0,0,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,16.666666666666668,133,18,8
0,30,9,2,4,2,3,2206,1,13,3,1,0,10,5,3,10,0,1,8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,6.666666666666667,147,20,8
0,43,12,3,1,2,2,14336,1,11,3,3,1,25,3,3,25,10,3,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,6.976744186046512,666,18,6
0,40,1,4,1,3,1,16823,2,11,3,1,1,22,3,3,19,7,11,16,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,10.0,1261,18,3
0,35,18,4,3,3,3,5689,1,14,3,4,2,10,2,4,10,2,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,11.428571428571429,487,25,10
1,35,10,3,4,2,1,10306,9,17,3,3,0,15,3,3,13,12,6,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,8.571428571428571,588,20,8
0,33,22,2,3,3,2,6146,0,13,3,1,1,8,2,4,7,7,0,7,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,6.0606060606060606,558,25,6
0,45,9,3,4,3,1,10761,4,12,3,3,1,18,2,3,5,4,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,6.666666666666667,717,27,8
0,47,1,3,1,3,4,3420,7,12,3,3,1,17,2,2,6,5,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,6.382978723404255,218,30,8
1,26,21,3,1,3,3,2377,1,20,4,3,1,1,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,11.538461538461538,274,25,7
0,42,2,1,3,3,3,17861,0,13,3,4,0,21,3,2,20,8,2,10,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2.380952380952381,1275,21,10
0,29,7,1,1,2,4,2532,6,14,3,3,3,8,5,3,4,3,0,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3.4482758620689653,174,21,8
0,40,9,5,4,2,4,4876,9,14,3,4,1,5,5,1,3,2,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,12.5,243,35,12
0,34,10,3,4,3,3,4001,1,14,3,3,1,15,3,3,15,14,0,7,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,8.823529411764707,353,19,10
0,43,9,5,4,3,3,5679,3,13,3,2,1,10,3,3,8,7,4,7,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,11.627906976744185,396,33,9
0,31,12,3,4,3,4,5855,0,11,3,3,2,10,2,1,9,7,8,5,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,9.67741935483871,566,21,11
0,31,29,4,1,2,4,5468,1,14,3,1,2,13,3,3,12,7,5,7,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,12.903225806451612,352,18,6
0,22,19,1,3,3,4,2323,1,24,4,1,2,2,6,3,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,4.545454545454546,316,20,8
0,33,14,3,4,3,2,2756,1,13,3,4,1,8,5,3,8,7,1,6,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,9.090909090909092,250,25,10
0,55,8,1,4,2,2,13577,1,15,3,4,1,34,3,3,33,9,15,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.8181818181818181,493,21,10
0,27,2,1,4,1,4,5071,3,20,4,2,0,8,3,3,6,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3.7037037037037037,187,19,10
0,30,2,3,3,3,4,2564,0,14,3,3,0,12,2,2,11,7,6,7,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,10.0,256,18,10
0,33,3,4,4,3,3,2909,1,11,3,3,0,8,3,3,8,7,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,12.121212121212121,264,25,10
0,36,24,4,2,3,2,5674,7,15,3,3,1,11,3,3,9,8,0,8,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,11.11111111111111,472,25,7
0,33,10,4,2,3,3,5487,1,14,3,2,0,10,2,2,10,4,0,9,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,12.121212121212121,498,23,7
0,28,1,3,3,3,1,3591,1,25,4,3,1,3,3,3,3,2,1,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,10.714285714285714,384,25,7
1,30,1,3,2,2,1,9714,1,11,3,4,1,10,4,3,10,8,6,7,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,10.0,647,20,7
1,29,27,3,2,3,4,7639,1,22,4,4,3,10,3,2,10,4,1,9,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,10.344827586206897,790,19,10
1,39,23,3,3,3,1,3904,0,13,3,1,0,6,2,3,5,2,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,7.6923076923076925,300,33,5
0,36,26,4,1,3,3,5347,6,14,3,2,2,10,2,2,3,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,11.11111111111111,445,26,6
0,32,29,4,4,3,3,4025,9,12,3,2,0,10,2,3,8,7,7,7,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,12.5,377,22,9
0,23,4,3,1,4,1,2819,2,16,3,1,1,5,3,4,3,2,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,13.043478260869565,490,18,3
0,29,10,3,3,3,3,2642,1,11,3,3,0,1,6,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,10.344827586206897,273,28,9
0,41,1,3,2,4,1,8392,1,16,3,3,1,10,2,3,10,7,0,7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,7.317073170731708,818,31,6
0,54,7,4,4,3,4,6854,4,15,3,2,1,14,2,2,7,1,1,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,7.407407407407407,380,40,10
1,35,25,4,4,3,2,2022,1,19,3,1,1,10,3,2,10,2,7,8,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,11.428571428571429,173,25,7
0,28,6,3,3,2,3,2703,1,14,3,4,1,3,2,3,3,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,10.714285714285714,193,25,10
0,34,3,2,4,1,4,6029,5,12,3,1,0,6,3,3,2,2,2,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,5.882352941176471,177,28,9
0,31,1,3,4,1,1,5003,1,21,4,2,0,10,6,3,10,8,8,7,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,9.67741935483871,161,21,7
1,32,11,4,4,4,3,4707,8,12,3,4,0,6,2,3,4,2,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,12.5,588,26,11
0,40,11,3,4,3,3,6323,1,11,3,1,1,10,2,4,10,9,9,4,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7.5,474,30,8
0,28,2,1,1,2,2,3201,0,17,3,1,0,6,2,1,5,3,0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3.5714285714285716,228,22,4
0,22,1,2,4,2,4,4775,6,22,4,1,2,4,2,1,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,9.090909090909092,434,18,9
0,28,1,4,4,3,3,2154,0,11,3,3,0,5,2,2,4,2,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,14.285714285714286,230,23,10
0,25,4,2,2,2,4,4487,1,11,3,2,0,5,3,3,5,4,1,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,8.0,358,20,8
0,35,3,3,3,2,3,1281,1,18,3,3,2,1,3,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,8.571428571428571,73,34,9
0,32,7,5,4,3,4,9204,4,12,3,3,1,7,3,2,4,3,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,15.625,862,25,11
0,38,6,2,4,2,3,3702,1,11,3,2,1,5,3,3,5,4,0,4,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,5.2631578947368425,194,33,9
1,29,13,3,1,3,2,5765,5,11,3,1,0,7,4,1,5,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,10.344827586206897,596,22,4
0,25,28,3,1,2,3,8639,2,18,3,4,0,6,3,3,2,2,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,12.0,691,19,8
0,29,15,2,4,2,3,4193,0,12,3,4,0,10,3,3,9,5,0,8,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,6.896551724137931,289,19,11
0,31,5,3,2,3,1,9936,0,19,3,2,0,10,2,3,9,4,1,7,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,9.67741935483871,961,21,5
0,40,24,2,1,3,4,3319,1,17,3,1,2,9,3,3,9,8,4,7,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5.0,248,31,6
0,54,20,4,4,3,3,4869,3,12,3,4,0,20,4,2,4,3,0,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,7.407407407407407,270,34,11
0,47,2,4,1,3,3,17169,3,19,3,2,2,26,2,4,20,17,5,6,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,8.51063829787234,1095,21,6
0,27,8,1,3,3,4,4342,0,19,3,2,1,5,3,3,4,2,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3.7037037037037037,482,22,9
0,35,1,3,1,3,3,4859,1,16,3,4,0,5,3,3,5,4,0,3,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,8.571428571428571,416,30,8
0,48,1,4,1,4,4,16885,2,22,4,3,0,27,3,2,5,4,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,8.333333333333334,1407,21,8
0,47,26,4,4,3,3,19658,3,11,3,3,1,27,2,3,5,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,8.51063829787234,1254,20,10
0,51,6,3,1,3,3,19537,7,13,3,3,0,23,5,3,20,18,15,15,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,5.882352941176471,1149,28,7
0,41,2,4,1,2,3,6811,2,17,3,1,0,10,3,3,8,7,0,7,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,9.75609756097561,332,31,5
0,30,15,2,3,2,1,7140,2,11,3,1,1,12,2,3,7,7,1,7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,6.666666666666667,476,18,5
0,34,8,2,2,4,3,6799,1,21,4,3,2,10,5,3,10,8,4,8,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,5.882352941176471,799,24,8
0,30,10,3,3,2,3,6578,1,18,3,1,1,10,3,3,10,3,1,4,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,10.0,438,20,7
0,27,3,3,4,3,4,1706,1,11,3,3,3,0,6,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,11.11111111111111,189,27,11
0,41,1,3,4,2,3,19189,1,12,3,2,1,22,3,3,22,7,2,10,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,7.317073170731708,936,19,9
0,49,8,2,1,3,2,7403,4,11,3,3,1,29,3,2,26,9,1,7,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4.081632653061225,453,20,6
0,35,1,3,4,2,4,5363,0,12,3,2,1,10,0,3,9,7,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,8.571428571428571,306,25,10
0,36,12,5,4,2,4,8858,0,11,3,2,0,15,2,2,14,8,7,8,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,13.88888888888889,492,21,10
1,29,1,3,2,2,3,2800,6,19,3,3,3,5,3,3,3,2,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,10.344827586206897,193,24,8
1,20,9,3,4,3,4,2323,1,14,3,2,0,2,3,3,2,2,0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,15.0,348,18,10
1,35,23,2,2,2,3,5916,3,13,3,1,0,8,1,3,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,5.714285714285714,338,27,6
0,56,4,4,4,3,1,19943,4,13,3,4,1,28,2,3,5,2,4,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7.142857142857143,1068,28,9
0,38,2,2,4,3,4,1702,1,23,4,3,1,1,3,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5.2631578947368425,134,37,11
0,36,27,3,3,3,3,5237,6,13,3,2,2,17,3,2,7,7,7,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,8.333333333333334,436,19,8
0,26,1,3,3,3,2,6397,1,20,4,1,1,6,6,1,6,5,1,4,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,11.538461538461538,738,20,6
0,50,2,4,1,3,1,17924,1,11,3,4,1,31,3,3,31,6,14,7,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,8.0,1075,19,6
1,32,9,3,1,3,1,4200,7,22,4,1,0,10,2,4,5,4,0,4,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,9.375,393,22,3
0,32,1,4,2,2,2,2269,0,14,3,2,1,3,2,3,2,2,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,12.5,141,29,6
0,29,1,3,1,3,4,3760,1,15,3,1,3,3,5,3,3,2,1,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,10.344827586206897,388,26,6
0,30,6,3,1,2,4,4627,0,12,3,1,1,10,6,3,9,2,6,7,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,10.0,308,20,6
0,40,28,3,3,1,1,10932,3,15,3,3,1,20,2,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,7.5,273,20,7
0,34,1,4,4,3,1,2996,5,14,3,3,2,10,2,3,4,3,1,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,11.764705882352942,264,24,8
0,29,3,1,2,3,1,4723,1,18,3,4,0,10,3,3,10,9,1,5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3.4482758620689653,488,19,7
0,55,1,3,4,3,1,19045,0,14,3,3,0,37,2,3,36,10,4,13,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,5.454545454545454,1038,18,8
0,38,1,4,1,2,4,8686,4,22,4,3,0,12,2,4,8,3,0,7,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,10.526315789473685,457,26,8
0,46,26,2,2,2,2,7991,8,15,3,3,0,6,3,3,2,2,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,4.3478260869565215,347,40,7
0,36,3,4,1,3,2,9278,3,16,3,4,0,15,3,3,5,4,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,11.11111111111111,773,21,7
1,58,2,3,4,3,3,2479,4,24,4,1,0,7,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,5.172413793103448,128,51,8
0,44,7,4,1,2,4,10248,3,14,3,4,1,24,4,3,22,6,5,17,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,9.090909090909092,465,20,9
0,40,26,3,3,3,1,8396,1,14,3,2,1,8,3,2,7,7,7,5,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,7.5,629,32,6
0,33,13,1,2,3,4,3452,3,18,3,1,0,5,4,3,3,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3.0303030303030303,313,28,7
1,26,3,1,3,3,1,3102,0,22,4,3,0,7,2,3,6,4,0,4,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3.8461538461538463,357,19,7
0,49,16,3,4,3,1,2587,4,16,3,2,1,17,2,2,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,6.122448979591836,158,32,7
0,35,26,4,3,3,4,8837,1,16,3,3,0,9,2,3,9,0,1,7,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,11.428571428571429,757,26,10
0,27,8,5,1,1,3,4621,1,19,3,4,3,3,4,3,3,2,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,18.51851851851852,171,24,8
0,26,6,3,3,2,2,2368,1,19,3,3,0,5,3,2,5,4,4,3,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,11.538461538461538,182,21,8
0,49,20,4,3,3,1,6567,1,14,3,3,0,16,2,2,15,11,5,11,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,8.16326530612245,402,33,7
0,49,1,2,3,2,3,13964,7,12,3,4,0,25,2,3,7,1,0,7,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4.081632653061225,569,24,10
0,45,25,2,2,2,4,5906,0,13,3,4,2,10,2,2,9,8,3,8,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4.444444444444445,262,35,10
1,28,5,4,3,3,3,3441,1,13,3,3,0,2,3,2,2,2,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,14.285714285714286,368,26,9
0,26,6,3,3,3,4,2659,1,13,3,3,1,3,2,3,3,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,11.538461538461538,306,23,10
1,44,10,4,3,3,3,2936,1,11,3,3,0,6,4,3,6,4,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,9.090909090909092,200,38,9
0,40,1,4,2,3,2,2387,3,22,4,3,1,7,3,3,4,2,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,10.0,179,33,7
0,26,5,3,4,2,3,2966,0,18,3,4,0,5,2,3,4,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,11.538461538461538,228,21,11
0,34,3,4,3,2,4,2979,3,17,3,4,3,6,2,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,11.764705882352942,175,28,11
